"X","Y","src_geo","clc_quartier","clc_secteur","id_arbre","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_situation","dte_plantation","age_estim","clc_nbr_diag","dte_abattage","nomfrancais","feuillage","remarquable"
"1721354.2444","8295503.4403","Orthophoto","Quartier de l'europe","Rue alexandre ribot","1","14","3",120,"En place","Adulte","Isolé","",40,1,NA,"Betpen","Feuillu","Non"
"1721304.3371","8295487.6539","Orthophoto","Quartier de l'europe","Rue ampère","1","18","2",85,"En place","Adulte","Groupe","",40,0,NA,"Betpen","Feuillu","Non"
"1721380.4118","8295769.9782","Orthophoto","Quartier de l'europe","Rue andré godin","1","6","2",40,"En place","Jeune","Isolé","",20,0,NA,"Aceneg","Feuillu","Non"
"1721768.1422","8295608.4673","Orthophoto","Quartier de l'europe","Rue archimède","1","13","2",175,"En place","Adulte","Isolé","",45,0,NA,"Pautom","Feuillu","Non"
"1721157.2681","8295673.6744","Orthophoto","Quartier de l'europe","Rue berthollet","1","26","4",240,"Essouché","Adulte","Groupe","",50,2,NA,"Popcan","Feuillu","Non"
"1721469.6244","8296028.6901","Orthophoto","Quartier de l'europe","Rue boileau","1","20","3",130,"En place","Adulte","Groupe","",40,0,NA,"Betpen","Feuillu","Non"
"1720046.4088","8295019.8519","Orthophoto","Quartier saint-jean","Rue charles gomart","1","5","3",118,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1719369.9293","8294104.5015","Orthophoto","Quartier saint-martin - oëstres","Rue d'aboukir","1","8","2",75,"En place","Adulte","Alignement","",20,0,NA,"Acepse","Feuillu","Non"
"1721358.0326","8296023.2505","Orthophoto","Quartier de l'europe","Rue d'alembert","1","17","2",255,"Supprimé","Adulte","Alignement","",50,3,2013-05-01,"Popsim","Feuillu","Non"
"1719044.9141","8293378.2658","Orthophoto","Quartier saint-martin - oëstres","Rue d'amiens prolongée","1","5","2",50,"En place","Jeune","Alignement","",20,0,NA,"Prucerpis","Feuillu","Non"
"1719495.6532","8295468.0906","Orthophoto","Quartier du vermandois","Rue d'artois","1","8","2",73,"En place","Adulte","Groupe","",30,0,NA,"Gletriine","Feuillu","Non"
"1719469.0256","8295479.1296","Orthophoto","Quartier du vermandois","Rue d'artois terrain de jeu","1","9","3",60,"En place","Jeune","Isolé","",15,0,NA,"Betpen","Feuillu","Non"
"1721486.3101","8292987.9363","Orthophoto","Quartier du faubourg d'isle","Rue d'ostende","1","19","3",180,"En place","Adulte","Isolé","",40,0,NA,"Plaace","Feuillu","Non"
"1720916.198","8294682.2594","Orthophoto","Quartier remicourt","Rue de baudreuil","1","17","4",120,"En place","Adulte","Alignement","",50,0,NA,"Robpse","Feuillu","Non"
"1719737.7982","8295262.6592","Orthophoto","Quartier du vermandois","Rue de champagne","1","6","3",40,"En place","Jeune","Isolé","",15,0,NA,"Corcol","Feuillu","Non"
"1719161.1132","8293203.3886","Orthophoto","Quartier saint-martin - oëstres","Rue de ham","1","7","2",48,"En place","Jeune","Isolé","",20,0,NA,"Pyrcalcha","Feuillu","Non"
"1719213.5949","8294311.72","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","1","7","3",170,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1722457.2935","8293358.4885","Orthophoto","Quartier du faubourg d'isle","Rue de la convention","1","9","4",107,"En place","Adulte","Groupe","",50,0,NA,"Tilpla","Feuillu","Non"
"1721798.4356","8292931.3313","Orthophoto","Quartier du faubourg d'isle","Rue de la croix saint-claude","1","8","2",55,"En place","Jeune","Alignement","",20,0,NA,"Corcol","Feuillu","Non"
"1722183.8275","8292308.1727","Orthophoto","Quartier du faubourg d'isle","Rue de la fère","1","5","2",105,"En place","Adulte","Alignement","",35,0,NA,"Pruser","Feuillu","Non"
"1719726.4924","8296101.4614","Orthophoto","Quartier du vermandois","Rue de la mayenne","1","7","2",104,"En place","Adulte","Groupe","",20,0,NA,"Pruser","Feuillu","Non"
"1719120.3958","8296099.3139","Orthophoto","Quartier du vermandois","Rue de lille","1","13","3",170,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1719575.337","8295411.6547","Orthophoto","Quartier du vermandois","Rue de normandie","1","13","4",226,"En place","Adulte","Isolé","",50,0,NA,"Acepse","Feuillu","Non"
"1719514.2003","8293219.3241","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","1","6","3",100,"En place","Adulte","Alignement","",50,1,NA,"Tilcor","Feuillu","Non"
"1720116.8864","8295120.1797","Orthophoto","Quartier saint-jean","Rue de phalsbourg","1","5","3",162,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1720751.3297","8293407.0682","Orthophoto","Quartier du centre-ville","Rue de tour-y-val","1","10","2",105,"En place","Adulte","Alignement","",50,0,NA,"Carbetfas","Feuillu","Non"
"1719766.5202","8293695.971","Orthophoto","Quartier saint-martin - oëstres","Rue de touraine","1","14","4",155,"En place","Adulte","Isolé","",50,0,NA,"Betpen","Feuillu","Non"
"1719071.0897","8296260.8385","Orthophoto","Quartier du vermandois","Rue de tourcoing","1","12","3",155,"En place","Adulte","Isolé","",50,0,NA,"Pinnignig","Conifère","Non"
"1719434.0802","8294593.8119","Orthophoto","Quartier saint-jean","Rue de vermand","1","8","3",55,"En place","Jeune","Isolé","",15,0,NA,"Tilcor","Feuillu","Non"
"1719848.9784","8294289.3851","Orthophoto","Quartier saint-jean","Rue demoustier","1","10","2",120,"En place","Adulte","Alignement","",40,0,NA,"Pruser","Feuillu","Non"
"1720060.1352","8296223.5785","Orthophoto","Quartier saint-jean","Rue des anciens combattants en afrique du nord","1","21","2",220,"Supprimé","Adulte","Alignement","",50,1,2017-08-31,"Popnigita","Feuillu","Non"
"1720532.5195","8295345.2587","Orthophoto","Quartier saint-jean","Rue des arts","1","7","2",100,"En place","Adulte","Isolé","",50,0,NA,"Prucerpis","Feuillu","Non"
"1720944.7839","8293922.7787","Orthophoto","Quartier du centre-ville","Rue des corbeaux","1","6","2",78,"En place","Adulte","Isolé","",40,0,NA,"Pyrcalcha","Feuillu","Non"
"1721717.7239","8295549.4151","Orthophoto","Quartier de l'europe","Rue des frères lumière","1","28","5",200,"Essouché","Adulte","Isolé","",45,0,2018-12-31,"Popsim","Feuillu","Non"
"1720364.0181","8294680.7244","Orthophoto","Quartier saint-jean","Rue des glacis","1","12","4",82,"En place","Adulte","Groupe","",50,0,NA,"Betpen","Feuillu","Non"
"1720805.3433","8294604.5898","Orthophoto","Quartier du centre-ville","Rue des jacobins","1","7","2",90,"Essouché","Adulte","Isolé","",50,0,2016-02-29,"Prucerpis","Feuillu","Non"
"1721921.8706","8292916.3568","Orthophoto","Quartier du faubourg d'isle","Rue des vieux ménages","1","6","2",30,"En place","Jeune","Alignement","",10,0,NA,"Maltri","Feuillu","Non"
"1721611.6582","8295860.4516","Orthophoto","Quartier de l'europe","Rue du capitaine dumont","1","20","3",190,"En place","Adulte","Isolé","",80,0,NA,"Liqsty","Feuillu","Non"
"1722105.7098","8295386.2462","Orthophoto","Quartier remicourt","Rue du cardinal saliège","1","12","2",110,"En place","Adulte","Isolé","",20,0,NA,"Aceplapur","Feuillu","Non"
"1720266.0507","8293599.632","Orthophoto","Quartier du centre-ville","Rue du colonel driant","1","25","3",175,"Essouché","Adulte","Alignement","",50,1,2016-06-01,"Popnigita","Feuillu","Non"
"1719200.7515","8294151.4397","Orthophoto","Quartier saint-martin - oëstres","Rue du commandant charcot","1","12","0",70,"En place","Adulte","Isolé","",30,0,NA,"Acepse","Feuillu","Non"
"1719170.7519","8295014.1303","Orthophoto","Quartier du vermandois","Rue du commandant jacques-yves cousteau","1","7","2",107,"En place","Adulte","Alignement","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719029.0511","8293719.8229","Orthophoto","Quartier saint-martin - oëstres","Rue du docteur cordier","1","12","3",170,"En place","Adulte","Isolé","",50,0,NA,"Robpse","Feuillu","Non"
"1721661.4398","8293334.4302","Orthophoto","Quartier du faubourg d'isle","Rue du général leclerc","1","7","2",45,"En place","Jeune","Alignement","",15,0,NA,"Sorari","Feuillu","Non"
"1718959.5081","8293253.1094","Orthophoto","Quartier saint-martin - oëstres","Rue du général raymond appert","1","11","1",130,"En place","Adulte","Groupe","",50,0,NA,"Robpse","Feuillu","Non"
"1721461.2538","8293334.1289","Orthophoto","Quartier du faubourg d'isle","Rue du maréchal foch","1","7","3",30,"En place","Jeune","Alignement","",25,0,NA,"Fraangray","Feuillu","Non"
"1719827.2331","8293622.5479","Orthophoto","Quartier saint-martin - oëstres","Rue du parvis st martin","1","8","3",160,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1719921.5008","8295692.3678","Orthophoto","Quartier saint-jean","Rue du président john fitzgerald kennedy","1","10","3",155,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1719814.302","8293728.1129","Orthophoto","Quartier saint-martin - oëstres","Rue du très révérend père léon jean dehon","1","12","3",80,"En place","Adulte","Isolé","",50,0,NA,"Betpen","Feuillu","Non"
"1720123.0441","8294919.3086","Orthophoto","Quartier saint-jean","Rue emile billon","1","6","4",160,"En place","Adulte","Alignement","",80,0,NA,"Tiltom","Feuillu","Non"
"1719232.2472","8294317.3367","Orthophoto","Quartier saint-martin - oëstres","Rue emile et raymond pierret prolongé","1","8","2",59,"En place","Jeune","Isolé","",20,0,NA,"Tilcor","Feuillu","Non"
"1721727.61","8292926.8724","Orthophoto","Quartier du faubourg d'isle","Rue emile rousseau","1","5","3",100,"En place","Adulte","Groupe","",30,0,NA,"Aeship","Feuillu","Non"
"1720469.8148","8294114.9757","Orthophoto","Quartier du centre-ville","Rue emile zola","1","8","2",33,"En place","Jeune","Isolé","",20,0,NA,"Alnglu","Feuillu","Non"
"1719901.2143","8295390.6403","Orthophoto","Quartier du vermandois","Rue emilie et raymond pierret","1","6","3",54,"En place","Jeune","Alignement","",15,0,NA,"Tilcor","Feuillu","Non"
"1721265.6","8293778.9552","Orthophoto","Quartier remicourt","Rue etat major","1","5","2",42,"En place","Jeune","Alignement","",20,0,NA,"Carbet","Feuillu","Non"
"1721677.5663","8296218.559","Orthophoto","Omissy","Rue fleming","1","18","2",135,"En place","Adulte","Groupe","",45,0,NA,"Acepla","Feuillu","Non"
"1720959.4713","8295441.1786","Orthophoto","Quartier remicourt","Rue fournier","1","8","1",30,"En place","Jeune","Alignement","2013/04/01 00:00:00+00",10,0,NA,"Metgly","Conifère","Non"
"1719213.8234","8293246.1922","Orthophoto","Quartier saint-martin - oëstres","Rue françois mitterrand","1","8","2",57,"En place","Jeune","Isolé","",20,0,NA,"Pyrcalcha","Feuillu","Non"
"1718545.4664","8293023.7725","Orthophoto","Quartier saint-martin - oëstres","Rue gabriel voisin","1","7","2",100,"En place","Adulte","Alignement","",50,0,NA,"Ulmres","Feuillu","Non"
"1722087.8876","8295513.7811","Orthophoto","Quartier de l'europe","Rue galilée","1","20","3",130,"En place","Adulte","Isolé","",30,0,NA,"Betpen","Feuillu","Non"
"1721026.9755","8295535.2655","Orthophoto","Quartier remicourt","Rue gaston bonnier","1","8","2",35,"En place","Jeune","Alignement","",15,0,NA,"Fraexc","Feuillu","Non"
"1721686.9702","8295685.7251","Orthophoto","Quartier de l'europe","Rue gay lussac","1","17","2",125,"En place","Adulte","Isolé","",35,0,NA,"Plaace","Feuillu","Non"
"1721566.5275","8295835.0577","Orthophoto","Quartier de l'europe","Rue geoffroy saint-hilaire","1","8","2",70,"Supprimé","Adulte","Groupe","",25,0,2017-08-31,"Betpen","Feuillu","Non"
"1722163.8213","8295320.3781","Orthophoto","Quartier remicourt","Rue georges brassens","1","17","3",130,"Essouché","Adulte","Isolé","",40,0,2018-09-30,"Robpse","Feuillu","Non"
"1721628.5394","8295760.818","Orthophoto","Quartier de l'europe","Rue georges cuvier","1","4","2",80,"En place","Adulte","Isolé","",25,0,NA,"Prucerpis","Feuillu","Non"
"1721391.9705","8295796.1501","Orthophoto","Quartier de l'europe","Rue gustave eiffel","1","21","5",140,"En place","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1718605.2934","8292917.4474","Orthophoto","Quartier saint-martin - oëstres","Rue hélène boucher","1","5","0",60,"En place","Jeune","Isolé","",20,0,NA,"Labana","Feuillu","Non"
"1721894.8523","8295896.8079","Orthophoto","Quartier de l'europe","Rue henri barbusse","1","20","3",185,"En place","Adulte","Alignement","",35,0,NA,"Plaace","Feuillu","Non"
"1722318.0346","8295328.4871","Orthophoto","Quartier remicourt","Rue henri dunant","1","20","2",220,"En place","Adulte","Isolé","",50,0,NA,"Acepla","Feuillu","Non"
"1718603.639","8293018.8031","Orthophoto","Quartier saint-martin - oëstres","Rue henri farman","1","13","3",250,"En place","Adulte","Isolé","",50,0,NA,"Salbab","Feuillu","Non"
"1721359.3903","8295756.7316","Orthophoto","Quartier de l'europe","Rue hertz","1","13","3",140,"En place","Adulte","Isolé","",40,0,NA,"Pinnignig","Conifère","Non"
"1722043.6397","8295129.2557","Orthophoto","Quartier remicourt","Rue jacky tabar","1","4","2",25,"En place","Jeune","Alignement","2013/01/01 00:00:00+00",10,0,NA,"Malpereve","Feuillu","Non"
"1722950.2647","8293078.5288","Orthophoto","Quartier de neuville","Rue jacques blanchot","1","15","6",155,"En place","Adulte","Alignement","",45,0,NA,"Plaace","Feuillu","Non"
"1721570.6648","8293162.021","Orthophoto","Quartier du faubourg d'isle","Rue jean cocteau","1","9","2",90,"En place","Adulte","Alignement","",20,0,NA,"Corcol","Feuillu","Non"
"1718985.4761","8292883.9635","Orthophoto","Quartier saint-martin - oëstres","Rue jean falloux","1","6","2",90,"Supprimé","Adulte","Isolé","",30,0,2016-07-01,"Pruser","Feuillu","Non"
"1722564.9304","8292795.5441","Orthophoto","Quartier de neuville","Rue jean labouret","1","8","2",112,"En place","Adulte","Isolé","",35,0,NA,"Pinnignig","Conifère","Non"
"1719474.3092","8293946.9184","Orthophoto","Quartier saint-martin - oëstres","Rue jean mermoz","1","12","3",160,"Essouché","Adulte","Isolé","",50,1,2012-07-01,"Plaace","Feuillu","Non"
"1721109.08","8295680.9998","Orthophoto","Quartier de l'europe","Rue joliot curie","1","10","2",140,"En place","Adulte","Alignement","",40,0,NA,"Acepla","Feuillu","Non"
"1719702.9139","8294170.4307","Orthophoto","Quartier saint-martin - oëstres","Rue joule","1","12","4",130,"En place","Adulte","Groupe","",30,0,NA,"Tilcor","Feuillu","Non"
"1721815.6202","8295662.398","Orthophoto","Quartier de l'europe","Rue laplace","1","6","2",15,"En place","Jeune","Isolé","",8,0,NA,"Querub","Feuillu","Non"
"1722803.9966","8292961.0285","","Quartier de neuville","Rue leon lemire","1","10","2",156,"En place","Adulte","Alignement","",25,0,NA,"Aceneg","Feuillu","Non"
"1718593.6122","8293134.1338","Orthophoto","Quartier saint-martin - oëstres","Rue louis bréguet","1","6","2",13,"En place","Jeune","Isolé","",10,0,NA,"Robpse","Feuillu","Non"
"1721812.3967","8295706.7823","Orthophoto","Quartier de l'europe","Rue louis galvani","1","12","2",160,"En place","Adulte","Alignement","",45,0,NA,"Plaace","Feuillu","Non"
"1718440.2547","8294980.3548","Orthophoto","Quartier saint-martin - oëstres","Rue marcel paul","1","12","2.5",147,"En place","Adulte","Alignement","",50,NA,NA,"Tilcor","Feuillu","Non"
"1720929.8874","8295644.5055","Orthophoto","Quartier de l'europe","Rue marconi","1","10","3",75,"En place","Adulte","Isolé","",20,0,NA,"Fraang","Feuillu","Non"
"1721404.6221","8295635.0927","Orthophoto","Quartier de l'europe","Rue mariotte","1","17","4",115,"En place","Adulte","Isolé","",40,0,NA,"Betpen","Feuillu","Non"
"1718704.7087","8295534.8986","Orthophoto","Quartier du vermandois","Rue paul-emile victor","1","8","2",87,"En place","Adulte","Groupe","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719339.0406","8295126.7593","Orthophoto","Quartier du vermandois","Rue paul codos","1","7","2",84,"En place","Adulte","Groupe","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719744.8702","8294145.6602","Orthophoto","Quartier saint-martin - oëstres","Rue pontoile","1","8","4",100,"En place","Adulte","Isolé","",20,0,NA,"Pinnignig","Conifère","Non"
"1722905.6497","8292531.7752","Orthophoto","Quartier de neuville","Rue raoul huguet","1","14","5",159,"Remplacé","Adulte","Alignement","",40,0,2017-10-31,"Pinnignig","Conifère","Non"
"1718790.4519","8292907.5218","Orthophoto","Quartier saint-martin - oëstres","Rue roland garros","1","9","2",140,"En place","Adulte","Isolé","",40,0,NA,"Tilcor","Feuillu","Non"
"1718967.0783","8295634.7905","Orthophoto","Quartier du vermandois","Rue salvador allende","1","12","1",160,"Essouché","Adulte","Groupe","2017/11/30 23:00:00+00",50,0,NA,"Liqsty","Feuillu","Non"
"1718850.3207","8295391.2833","Orthophoto","Quartier du vermandois","Rue théodore monod","1","4","2",83,"En place","Jeune","Alignement","",15,NA,NA,"Pinsyl","Conifère","Non"
"1720792.1279","8293959.9257","Orthophoto","Quartier du centre-ville","Rue villebois mareuil","1","12","3",116,"Remplacé","Adulte","Alignement","",30,0,2016-12-31,"Acepse","Feuillu","Non"
"1719902.4301","8294340.5185","Orthophoto","Quartier saint-jean","Ruelle carlier","1","7","2",100,"En place","Adulte","Alignement","",30,0,NA,"Pruser","Feuillu","Non"
"1721771.1059","8293497.7994","Orthophoto","Quartier du faubourg d'isle","Salle charles de foucauld","1","15","2",350,"En place","Adulte","Isolé","",130,0,NA,"Taxbac","Conifère","Non"
"1720472.7177","8294843.9658","Orthophoto","Quartier saint-jean","Salle paringault","1","15","3",171,"En place","Adulte","Isolé","",60,NA,NA,"Thupli","Conifère","Non"
"1719480.8794","8294827.4471","Orthophoto","Quartier du vermandois","Salle vermand fayet","1","7","1",91,"En place","Adulte","Isolé","",25,0,NA,"Prucerpis","Feuillu","Non"
"1718417.0449","8295511.8365","Orthophoto","Quartier du vermandois","Serpentine nord","1","9","2",83,"En place","Jeune","Groupe","",15,NA,NA,"Pruavi","Feuillu","Non"
"1718867.3121","8295238.8401","Orthophoto","Quartier du vermandois","Serpentine sud","1","10","1.5",75,"En place","Jeune","Groupe","",15,NA,NA,"Pinwal","Conifère","Non"
"1720457.7368","8294747.099","Orthophoto","Quartier saint-jean","Square albert thomas","1","13","4",100,"Essouché","Adulte","Groupe","",50,0,2018-06-30,"Betpen","Feuillu","Non"
"1720624.7131","8295332.1503","Orthophoto","Quartier saint-jean","Square alfred clin","1","5","2",95,"En place","Adulte","Alignement","",20,0,NA,"Prucerpis","Feuillu","Non"
"1720339.0507","8294085.2795","Orthophoto","Quartier du centre-ville","Square andré malraux","1","10","2",115,"En place","Adulte","Alignement","",50,0,NA,"Aceneg","Feuillu","Non"
"1720870.4396","8294420.385","Orthophoto","Quartier du centre-ville","Square churchill","1","11","2",80,"En place","Jeune","Isolé","",20,0,NA,"Ginbil","Conifère","Non"
"1721496.3872","8295987.821","Orthophoto","Quartier de l'europe","Square de kaiserlautern","1","19","3",140,"En place","Adulte","Alignement","",40,0,NA,"Tilcor","Feuillu","Non"
"1721910.2574","8293169.4265","Orthophoto","Quartier du faubourg d'isle","Square de la 2ème db","1","14","4",140,"En place","Adulte","Groupe","",45,0,NA,"Tilcor","Feuillu","Non"
"1721233.388","8294198.8096","Orthophoto","Quartier du centre-ville","Square des héros du 2 septembre 1944","1","5","0",32,"En place","Jeune","Alignement","",20,0,NA,"Querobfas","Feuillu","Non"
"1721693.6002","8295894.1419","Orthophoto","Quartier de l'europe","Square des marronniers","1","18","5",155,"En place","Adulte","Groupe","",50,0,NA,"Gletri","Feuillu","Non"
"1721285.9552","8293969.5538","Orthophoto","Quartier remicourt","Square marché franc","1","6","2",84,"En place","Adulte","Groupe","",50,0,NA,"Carbet","Feuillu","Non"
"1722175.446","8292833.3866","Orthophoto","Quartier du faubourg d'isle","Square pierre boulard","1","13","3",150,"Supprimé","Adulte","Isolé","",40,0,2018-04-30,"Plaace","Feuillu","Non"
"1720891.0508","8294281.5116","Orthophoto","Quartier du centre-ville","Square quentin de la tour","1","9","2",145,"Supprimé","Adulte","Alignement","",50,0,2017-05-31,"Acepse","Feuillu","Non"
"1722877.5117","8292593.852","Orthophoto","Quartier de neuville","Square raoul huguet","1","22","5",122,"En place","Adulte","Groupe","",35,0,NA,"Plaace","Feuillu","Non"
"1719585.8069","8293303.0473","Orthophoto","Quartier saint-martin - oëstres","Square rocourt","1","10","2",80,"En place","Adulte","Isolé","",30,0,NA,"Pyrcal","Feuillu","Non"
"1719985.6325","8293822.2372","Orthophoto","Quartier saint-martin - oëstres","Square romain tricoteaux","1","11","2",103,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
